text,Label,Language
tabuk ni cherai rok bike accident mang ongwo,code-mix,English-Kokborok
belai khe no speed wo drive khailai wo,code-mix,English-Kokborok
speed khe chalokmani belai no risk,code-mix,English-Kokborok
life no important sa riya borok,code-mix,English-Kokborok
ani left hand injured ni bagui ang kuno khai mangliya,code-mix,English-Kokborok
ani right hand injured ong jak,code-mix,English-Kokborok
ani left leg injure ong jak,code-mix,English-Kokborok
ani right leg injure ong jak i cannot drive,code-mix,English-Kokborok
ani right hand injure ong jak i cannot drive,code-mix,English-Kokborok
jotono injure ongjak it will take time to cure him,code-mix,English-Kokborok
badly injure tai bo hing mang  glak khana,code-mix,English-Kokborok
bini both legs sa injure ongjak,code-mix,English-Kokborok
careless drive ni bagui mangjak kha ta,code-mix,English-Kokborok
careless drive ni bagui derakha ta,code-mix,English-Kokborok
drive khaifru kisa careful ongna nang wo,code-mix,English-Kokborok
right turn khaifru bo kisa slow ongna nang wo,code-mix,English-Kokborok
specially turning point wo kisa slow kha turn khaina nang wo,code-mix,English-Kokborok
ang car drive khai khe slow no cholaiwo,code-mix,English-Kokborok
next week wo nini car reserve da khaijak,code-mix,English-Kokborok
nini car reserve khaijak khe ang kisa nagana,code-mix,English-Kokborok
nini car keboda reserve khai kha,code-mix,English-Kokborok
next week ni reserve khai kha do,code-mix,English-Kokborok
car owner sa kisa phone khai woi naiga di,code-mix,English-Kokborok
car owner bai kok chaplain gadi first,code-mix,English-Kokborok
borok ba reserve da khaipai kha jani,code-mix,English-Kokborok
borok reserve khaiya kho,code-mix,English-Kokborok
borok reserve lhaiya kho hingkhe we will reserve it,code-mix,English-Kokborok
borok tabuk phono call khai yak ho,code-mix,English-Kokborok
borok ba thangnai da thangya kisa call khaiwi naiga di,code-mix,English-Kokborok
borok thang ya pho next week wo sa thangsinai,code-mix,English-Kokborok
next week ni conformed do nini gari,code-mix,English-Kokborok
nini drive ba bahai khe gari drive khai jani,code-mix,English-Kokborok
kisa slow khe thang di hingwi sadi do,code-mix,English-Kokborok
driver kok sa khana yable belai khe fast,code-mix,English-Kokborok
next time borok ni car bait hang liya,code-mix,English-Kokborok
gari reserve khai mang lost ongkha,code-mix,English-Kokborok
up and down belai khe cost,code-mix,English-Kokborok
next time kisa discount khaidi,code-mix,English-Kokborok
discount rewoi tong pho christmas ni,code-mix,English-Kokborok
busuk discount rewoi tong,code-mix,English-Kokborok
discount refruno paiwoi naruk di,code-mix,English-Kokborok
tai discount mang glak do,code-mix,English-Kokborok
tai kisa discount rekha chakha mung,code-mix,English-Kokborok
discount koroi kha de,code-mix,English-Kokborok
nini abo shirt busuk khe discount mangkha,code-mix,English-Kokborok
nini abo jeans busuk khe discount mangkha,code-mix,English-Kokborok
nini abo formal shirt busuk discount mangkha,code-mix,English-Kokborok
discount khai woi mang kha,code-mix,English-Kokborok
discount khaina nai ya bo,code-mix,English-Kokborok
busuk percent discount omo jeans,code-mix,English-Kokborok
busuk percent discount amo t-shirt,code-mix,English-Kokborok
busuk percent discount mangkha,code-mix,English-Kokborok
busuk ni marketing khai kha sa,code-mix,English-Kokborok
pa belai khe marketing khaikha ble,code-mix,English-Kokborok
total busuk spend khai kha marketing kahi mani,code-mix,English-Kokborok
this time marketing khai mang no rang paikha,code-mix,English-Kokborok
kisa le discount khaina nang mani,code-mix,English-Kokborok
asuk paikha chung kisa le discount khaina nang mani,code-mix,English-Kokborok
next time bini arok ni pailiya,code-mix,English-Kokborok
bini aro belai no costly,code-mix,English-Kokborok
tamo information tong sadi,code-mix,English-Kokborok
programme rogni photo tisa di kisa,code-mix,English-Kokborok
all programme ni photo rog kisa upload khaidi,code-mix,English-Kokborok
videos rogbo kisa tisa di,code-mix,English-Kokborok
videos upload khai mani kisa phono hamliya,code-mix,English-Kokborok
videos ni quality chaya,code-mix,English-Kokborok
sorry ta hingdi nung khwlai again and again ma sanai ta,code-mix,English-Kokborok
anybody wants to sponsor him kebo da tong,code-mix,English-Kokborok
tauyong kho mondoli ni group song upload khlai gra di,code-mix,English-Kokborok
respected group friends rok kisa song upload khai gra di,code-mix,English-Kokborok
photo programme sheet phunuk mangkhe hamnai,code-mix,English-Kokborok
tabuk womens programme ongwi tongo,code-mix,English-Kokborok
tabuk womens rok ni fellowship ong tongo,code-mix,English-Kokborok
three days ni programme sa womens rok ni,code-mix,English-Kokborok
venue khe boro ong nai,code-mix,English-Kokborok
its seems nung belai no upset tamo ong,code-mix,English-Kokborok
upset no beni bowya,code-mix,English-Kokborok
agartala wo helium tank manthoknai de,code-mix,English-Kokborok
abo hai market o madaman saimaya,code-mix,English-Kokborok
jee manwi jee jagani bagwi swnamjak aro jagaono toniwi bono promote khlaikhe kaham,code-mix,English-Kokborok
obo traditional attire no promote khaima bo ongui mano,code-mix,English-Kokborok
traditional dance marinai pho program o,code-mix,English-Kokborok
tamo ni traditional dance,code-mix,English-Kokborok
kisa chini traditional  dance makhai nai pho,code-mix,English-Kokborok
chini traditional dance belai khe no naithok wo,code-mix,English-Kokborok
ang le waisa phono traditional dance khaiya kho do,code-mix,English-Kokborok
ang no traditional dance maphnu nai,code-mix,English-Kokborok
traditional dress sa ani le kroikho,code-mix,English-Kokborok
traditional dress kaisa mapai nai,code-mix,English-Kokborok
chini traditional dress la bahai ba,code-mix,English-Kokborok
tamo tamo traditional dance tong nai tini ni program wo,code-mix,English-Kokborok
ang bo sawoi mangya tamo tamo traditional dance tong nai tini,code-mix,English-Kokborok
reang rokni traditional dance belai khe no naithok wo,code-mix,English-Kokborok
chini traditional bo nai thok wo,code-mix,English-Kokborok
different types of traditional dance tong wo,code-mix,English-Kokborok
kisa cultural dance makhai nai pho chung,code-mix,English-Kokborok
sobo chung no phunai sa cultural dance,code-mix,English-Kokborok
cultural dance belai khe no tough tong wo,code-mix,English-Kokborok
ang le participate khai ya do,code-mix,English-Kokborok
sabo sabo cultural dance musawoi mang,code-mix,English-Kokborok
sabo ni nok o practice khai lainai,code-mix,English-Kokborok
ani nok o le practice khaimai ya do,code-mix,English-Kokborok
kaisa cultural dance tong khe no ongkha,code-mix,English-Kokborok
chini cultural no ba maphnunai ble,code-mix,English-Kokborok
chini cultural sa nukya kho borok,code-mix,English-Kokborok
atleast cultural dance le matongnai,code-mix,English-Kokborok
home loan nawoi car paima hai,code-mix,English-Kokborok
chini wansok mung kisa negative tong wo,code-mix,English-Kokborok
negative wansok khe chung tai chuckliya,code-mix,English-Kokborok
negative thought no chung makhebenai,code-mix,English-Kokborok
tamo ni asuk negative mang,code-mix,English-Kokborok
first problems ni answer tamo negative da,code-mix,English-Kokborok
negative ya ble first ni answer its positive,code-mix,English-Kokborok
mistake khai kha first problem,code-mix,English-Kokborok
second ni khe tamo answer,code-mix,English-Kokborok
second ni khe negative answer,code-mix,English-Kokborok
ang think khaima ni correct no ongkha,code-mix,English-Kokborok
broy bai chla friends sa ongmaiya,code-mix,English-Kokborok
ang haino think khai ya,code-mix,English-Kokborok
ang predick khaima ni correct ongkha,code-mix,English-Kokborok
sometimes haino chawoi thang wo,code-mix,English-Kokborok
nini time phainai kisa naisingdi,code-mix,English-Kokborok
tini ni dream wo nono nukwo,code-mix,English-Kokborok
tini ni dream belai no kaham,code-mix,English-Kokborok
ang dream kubui ongkhe chakha mung,code-mix,English-Kokborok
wanama singsa dream kresok kha,code-mix,English-Kokborok
song practice khailai woi tong wo,code-mix,English-Kokborok
platinum jubilee ni tamo dress kamkhe chano,code-mix,English-Kokborok
chini friends rok boro thang paikha,code-mix,English-Kokborok
tamo cherai tamo hogra everyone should come,code-mix,English-Kokborok
tamo cherai tamo bura everyone should participate,code-mix,English-Kokborok
tamo cherai tamo hogra everyone should be there,code-mix,English-Kokborok
kebo excuse khai mang glak,code-mix,English-Kokborok
please kisa phaipai di do,code-mix,English-Kokborok
joto present tong kha chanai,code-mix,English-Kokborok
ang hogra ang bura hingwi excuse takhai di,code-mix,English-Kokborok
bura bo hogra bo jotono present matong nai,code-mix,English-Kokborok
cherai bura hogra jotono matong nai,code-mix,English-Kokborok
ang le belai no bura hingwi excuse khai mang glak,code-mix,English-Kokborok
ang le belai no cherai hingwi excuse khaimai ya do,code-mix,English-Kokborok
jotoni part tong wo,code-mix,English-Kokborok
demands rok kaham no,code-mix,English-Kokborok
sir no nukgwi manipur nini conclave of manitex belai tongthokha,code-mix,English-Kokborok
dividen and rules belai kirima singsa,code-mix,English-Kokborok
dividen and rules khaimani chaya,code-mix,English-Kokborok
everyones are equal jotoni no rights tongo,code-mix,English-Kokborok
good morning dara bahai life rok,code-mix,English-Kokborok
family rok khe borosa,code-mix,English-Kokborok
ang quarter wo sa tongo come and visit sometime,code-mix,English-Kokborok
dara this coming december wo ani kailaibari do,code-mix,English-Kokborok
nini present must jakha phono,code-mix,English-Kokborok
ang jotono invite khai kha please be present,code-mix,English-Kokborok
ang nini aro presents tong kha ba you also must be present in my time,code-mix,English-Kokborok
ok ok do nainai ta i will try,code-mix,English-Kokborok
most probibily ang free no tong nai i hope,code-mix,English-Kokborok
coming month wo ang free no tong nai phai di,code-mix,English-Kokborok
joto nini douth tong mano toidi,code-mix,English-Kokborok
kaisa kaisa khe solve khai nai,code-mix,English-Kokborok
one by one khaiwi solve khailai khe chanai,code-mix,English-Kokborok
ang kaisa pho sa solve khai yak ho,code-mix,English-Kokborok
ang kaisa phono sa solved khaiwi mangy a,code-mix,English-Kokborok
kaisa help khaiga di ang no i cannot solve it,code-mix,English-Kokborok
kaisa kaisa khe try makhailai nai ta,code-mix,English-Kokborok
tamo kotor tamo chikon bebak no important,code-mix,English-Kokborok
kebono hurt klaimaniya but kobui kok ma samasi,code-mix,English-Kokborok
tripura chini tongmani but tabuk whole tripura chini hinui manilya,code-mix,English-Kokborok
chikon chikon matter no issue khai lai o,code-mix,English-Kokborok
brother kaisa letter omit wngma baino kwbangma bejua wngwi thangu,code-mix,English-Kokborok
bazaar o manwi paina thangmani ja manwi brand ni mung rijakya abo no kwbang interest rijakya,code-mix,English-Kokborok
discount borok khaimani abo no price,code-mix,English-Kokborok
kisa discount soywi rekha abono price,code-mix,English-Kokborok
actually discount remani borono profit tong o,code-mix,English-Kokborok
nini rang bai ang chaya its my money,code-mix,English-Kokborok
tamo ni asuk rang spend khai sa,code-mix,English-Kokborok
limit o kisa chadi,code-mix,English-Kokborok
jotono limit o tong na nang o,code-mix,English-Kokborok
limit cross khai khe chaya,code-mix,English-Kokborok
limit ni besing o tong di kisa,code-mix,English-Kokborok
pa nung no kok khnarewi mangya you are really crossing your limit,code-mix,English-Kokborok
tamo ni asuk conjus ongkha nung,code-mix,English-Kokborok
ang conjus ongya ble,code-mix,English-Kokborok
nung le belai no miser,code-mix,English-Kokborok
belai miser ongmo bo chaya,code-mix,English-Kokborok
jaga jaga o miser bo ongna nang o,code-mix,English-Kokborok
situation no bugiwi miser bo ongna nang o,code-mix,English-Kokborok
waisa waisu bo miser ongna nang o,code-mix,English-Kokborok
miser ta ong di please kisa help khaidi tong khe,code-mix,English-Kokborok
nung miser ong khe nini cherai bo nung haino ong gano,code-mix,English-Kokborok
nung belai no helpful person,code-mix,English-Kokborok
nung hai helpful person manani belai no tuk o tabuk,code-mix,English-Kokborok
kebo ni bagwi helpful ongdi,code-mix,English-Kokborok
nung kebo no help khai khe sa god bo nono help khai nai,code-mix,English-Kokborok
let people speak about you nini samung no nukwi,code-mix,English-Kokborok
no need to show others nini samung no nung no khaidi,code-mix,English-Kokborok
proud tawong di stay simple,code-mix,English-Kokborok
simple khe tong mani no belai khe cha o,code-mix,English-Kokborok
kebono hate takhai di do love everyone,code-mix,English-Kokborok
